,Week,Online demand,Oil price,Temperature,Oil price momentum (%),Oil price momentum - month (%),Temperature momentum (%),Temperature momentum - month (%),Oil price momentum + capped,Oil price momentum - capped,Temperature momentum + capped,Temperature momentum - capped,Oil price momentum month + capped,Oil price momentum month - capped,Temperature momentum month + capped,Temperature momentum month - capped,Oil price W-4,Oil price W-8,Temperature W-4,Temperature W-8,Online demand mean at same date
66,2015-01-06,205462.5806451613,53.7,4.250000000000028,-7.301916105644734,-21.688025192395123,12.790697674418583,-46.833773087071165,-0.0,-7.301916105644734,12.790697674418583,0.0,-0.0,-21.688025192395123,-0.0,-46.833773087071165,66.0,82.13,6.100000000000023,10.200000000000017,87751.29032258065
67,2015-01-13,190444.1935483871,45.58,8.400000000000006,-15.121042830540043,-21.951832310398057,17.113402061855567,-43.49650349650347,-0.0,-15.121042830540043,17.113402061855567,0.0,-0.0,-21.951832310398057,-0.0,-43.49650349650347,60.65,78.955,8.350000000000023,10.500000000000028,83506.12903225806
68,2015-01-20,175425.8064516129,48.91,4.850000000000023,7.305835892935497,-20.5397070161912,-12.499999999999932,-36.772046589018224,7.305835892935497,0.0,-0.0,-12.499999999999932,-0.0,-20.5397070161912,-0.0,-36.772046589018224,60.24,79.45,6.050000000000011,11.750000000000028,79260.96774193548
69,2015-01-27,160407.41935483873,48.25,3.950000000000017,-1.3494172970762608,-19.761457397271464,-3.6217303822937863,-2.5000000000000466,-0.0,-1.3494172970762608,-0.0,-3.6217303822937863,-0.0,-19.761457397271464,-0.0,-2.5000000000000466,57.93,72.51,1.5000000000000284,9.55000000000004,75015.80645161291
70,2015-02-03,147530.0,55.0,2.650000000000034,13.989637305699487,-14.957853087906404,-5.427974947807856,-1.4888337468983104,13.989637305699487,0.0,-0.0,-5.427974947807856,-0.0,-14.957853087906404,-0.0,-1.4888337468983104,53.7,66.0,4.250000000000028,6.100000000000023,74670.71428571429
71,2015-02-10,140005.0,57.79,2.450000000000017,5.072727272727273,-3.449068751437112,-0.8830022075055899,-31.188118811880994,5.072727272727273,0.0,-0.0,-0.8830022075055899,-0.0,-3.449068751437112,-0.0,-31.188118811880994,45.58,60.65,8.400000000000006,8.350000000000023,79525.71428571429
72,2015-02-17,132480.0,61.7,8.0,6.765876449212671,8.063264117989522,24.721603563474304,-10.263157894736885,6.765876449212671,0.0,24.721603563474304,0.0,8.063264117989522,0.0,-0.0,-10.263157894736885,48.91,60.24,4.850000000000023,6.050000000000011,84380.71428571429
73,2015-02-24,124955.0,59.09,6.700000000000017,-4.230145867098867,18.906536346976168,-4.642857142857082,-7.692307692307687,-0.0,-4.230145867098867,-0.0,-4.642857142857082,18.906536346976168,0.0,-0.0,-7.692307692307687,48.25,57.93,3.950000000000017,1.5000000000000284,89235.71428571429
74,2015-03-03,117569.03225806452,60.0,8.75,1.5400236926721877,20.653383230504694,7.6779026217227875,30.478589420654558,1.5400236926721877,0.0,7.6779026217227875,0.0,20.653383230504694,0.0,30.478589420654558,0.0,55.0,53.7,2.650000000000034,4.250000000000028,89667.09677419355
75,2015-03-10,110530.64516129032,58.37,8.050000000000011,-2.7166666666666672,13.9128363896166,-2.434782608695618,126.61870503596995,-0.0,-2.7166666666666672,-0.0,-2.434782608695618,13.9128363896166,0.0,126.61870503596995,0.0,57.79,45.58,2.450000000000017,8.400000000000006,84200.32258064517
